,Geography,Current Year Week Ending,Type,ASP Current Year,Total Bulk and Bags Units,4046 Units,4225 Units,4770 Units,TotalBagged Units,Bulk GTIN
299,Boston,2019-10-06 ,Conventional,1.545907541,491663,8715,375882,1101,93265,12699
300,Boston,2019-10-13 ,Conventional,1.562163684,445708,9019,315979,953,94026,25731
301,Boston,2019-10-20 ,Conventional,1.383064973,567877,9111,380515,1059,112711,64480
302,Boston,2019-10-27 ,Conventional,1.465409931,487575,8290,329499,962,113241,35584
303,Boston,2019-11-03 ,Conventional,1.463488612,464504,8368,309539,1061,123842,21695
304,Boston,2019-11-10 ,Conventional,1.293243714,560748,10200,402536,1093,106126,40793
305,Boston,2019-11-17 ,Conventional,1.360655332,577047,10590,431147,1409,91488,42413
306,Boston,2019-11-24 ,Conventional,1.461756997,448897,9305,314602,1146,94018,29827
307,Boston,2019-12-01 ,Conventional,1.425393879,417313,9931,288669,871,81394,36449
308,Boston,2019-12-08 ,Conventional,1.404631881,466732,11787,308128,1012,86750,59054
309,Boston,2019-12-15 ,Conventional,1.269072788,538975,12423,355551,1121,83698,86181
310,Boston,2019-12-22 ,Conventional,1.464262913,451563,10659,298421,1134,86305,55043
311,Boston,2019-12-29 ,Conventional,1.37498967,424180,8880,292368,959,82888,39084
312,Buffalo/Rochester,2019-01-07 ,Conventional,1.255337264,172756,9176,83878,266,77035,2400
313,Buffalo/Rochester,2019-01-13 ,Conventional,1.253856893,157727,6898,72714,256,76024,1836
314,Buffalo/Rochester,2019-01-20 ,Conventional,1.19746847,207526,12008,90534,307,102023,2654
315,Buffalo/Rochester,2019-01-27 ,Conventional,1.195197332,154343,7240,60319,241,83543,3001
316,Buffalo/Rochester,2019-02-03 ,Conventional,1.206342981,201051,8560,90619,650,96516,4707
317,Buffalo/Rochester,2019-02-10 ,Conventional,1.199812947,161494,10342,70917,333,76878,3023
318,Buffalo/Rochester,2019-02-17 ,Conventional,1.211630083,156164,8220,72855,251,72580,2259
319,Buffalo/Rochester,2019-02-24 ,Conventional,1.215245526,162332,6538,70646,258,82292,2599
320,Buffalo/Rochester,2019-03-03 ,Conventional,1.221371426,156386,6181,70507,263,77195,2241
321,Buffalo/Rochester,2019-03-10 ,Conventional,1.185878358,182057,8330,81452,383,90990,903
322,Buffalo/Rochester,2019-03-17 ,Conventional,1.170155806,173690,7476,77572,190,87462,991
323,Buffalo/Rochester,2019-03-24 ,Conventional,1.137684971,198676,8821,102744,287,85440,1384
324,Buffalo/Rochester,2019-03-31 ,Conventional,1.147538481,177422,7862,75233,201,92830,1297
325,Buffalo/Rochester,2019-04-07 ,Conventional,1.159195259,188950,8408,81439,294,97778,1031
326,Buffalo/Rochester,2019-04-14 ,Conventional,1.378892851,173648,7453,78736,291,86346,823
327,Buffalo/Rochester,2019-04-21 ,Conventional,1.615708986,155326,7306,69823,317,77523,357
328,Buffalo/Rochester,2019-04-28 ,Conventional,1.634597559,133071,8524,70768,398,52768,613
329,Buffalo/Rochester,2019-05-05 ,Conventional,1.523746179,174300,10643,87923,493,74500,741
330,Buffalo/Rochester,2019-05-12 ,Conventional,1.374217874,182452,8720,86932,279,85712,808
331,Buffalo/Rochester,2019-05-19 ,Conventional,1.352435508,173460,8337,86372,272,77280,1199
332,Buffalo/Rochester,2019-05-26 ,Conventional,1.390296659,175070,9121,84264,270,79932,1484
333,Buffalo/Rochester,2019-06-02 ,Conventional,1.362862296,161626,6789,77285,326,76787,440
334,Buffalo/Rochester,2019-06-09 ,Conventional,1.383931856,159928,8624,68930,231,79868,2275
335,Buffalo/Rochester,2019-06-16 ,Conventional,1.401077536,157190,6876,72255,230,76273,1556
336,Buffalo/Rochester,2019-06-23 ,Conventional,1.374976404,148924,7031,66390,233,72554,2716
337,Buffalo/Rochester,2019-06-30 ,Conventional,1.392811546,153880,2574,69498,232,78714,2861
338,Buffalo/Rochester,2019-07-07 ,Conventional,1.510299153,158607,3027,77501,201,74625,3253
339,Buffalo/Rochester,2019-07-14 ,Conventional,1.441927755,149333,5359,66110,198,75461,2204
340,Buffalo/Rochester,2019-07-21 ,Conventional,1.450228903,144052,4523,64109,173,73646,1601
341,Buffalo/Rochester,2019-07-28 ,Conventional,1.471431242,145407,5318,69706,155,68529,1699
342,Buffalo/Rochester,2019-08-04 ,Conventional,1.458673606,145510,6910,66543,168,69954,1935
343,Buffalo/Rochester,2019-08-11 ,Conventional,1.441321934,145923,3965,69543,171,70442,1802
344,Buffalo/Rochester,2019-08-18 ,Conventional,1.426833631,143329,6565,66773,199,67715,2077
345,Buffalo/Rochester,2019-08-25 ,Conventional,1.397707422,142075,6151,69623,150,64487,1663
346,Buffalo/Rochester,2019-09-01 ,Conventional,1.326886404,145559,6777,63711,160,73032,1878
347,Buffalo/Rochester,2019-09-08 ,Conventional,1.39214946,146291,6165,68139,165,70519,1304
348,Buffalo/Rochester,2019-09-15 ,Conventional,1.401814522,140195,6273,65074,150,66427,2271
349,Buffalo/Rochester,2019-09-22 ,Conventional,1.371674312,147430,7561,65374,188,72523,1784
350,Buffalo/Rochester,2019-09-29 ,Conventional,1.383248395,140364,6770,62963,151,67792,2688
351,Buffalo/Rochester,2019-10-06 ,Conventional,1.417763162,140532,4521,65478,133,68668,1731
352,Buffalo/Rochester,2019-10-13 ,Conventional,1.323683072,136690,6791,57927,150,69493,2328
353,Buffalo/Rochester,2019-10-20 ,Conventional,1.341978793,140691,7139,68600,139,62563,2251
354,Buffalo/Rochester,2019-10-27 ,Conventional,1.335382318,133484,6977,57700,182,65094,3531
355,Buffalo/Rochester,2019-11-03 ,Conventional,1.244750444,133379,5810,56604,155,67936,2875
356,Buffalo/Rochester,2019-11-10 ,Conventional,1.253169246,134007,5968,59490,142,66800,1607
357,Buffalo/Rochester,2019-11-17 ,Conventional,1.135199077,154695,6170,78674,185,67234,2432
358,Buffalo/Rochester,2019-11-24 ,Conventional,1.199276986,132632,5403,56016,130,68344,2738
359,Buffalo/Rochester,2019-12-01 ,Conventional,1.202330241,119337,6185,49597,89,61417,2050
360,Buffalo/Rochester,2019-12-08 ,Conventional,1.029368675,166967,9033,82140,182,72297,3314
361,Buffalo/Rochester,2019-12-15 ,Conventional,1.182157395,131066,9023,57609,198,61081,3155
362,Buffalo/Rochester,2019-12-22 ,Conventional,1.187410691,135438,7726,53371,214,70714,3415
363,Buffalo/Rochester,2019-12-29 ,Conventional,1.191865653,134396,8274,57721,317,65449,2637
364,Charlotte,2019-01-07 ,Conventional,1.161294783,303873,117169,59339,8934,87206,31226
365,Charlotte,2019-01-13 ,Conventional,1.136878309,311711,125311,59205,8340,86533,32321
366,Charlotte,2019-01-20 ,Conventional,0.941719105,359001,102953,50123,6469,169859,29597
367,Charlotte,2019-01-27 ,Conventional,1.117132347,297712,121124,50525,7258,86840,31966
368,Charlotte,2019-02-03 ,Conventional,0.891408695,433564,176482,70388,8523,144864,33307
369,Charlotte,2019-02-10 ,Conventional,1.110201787,277251,116653,47904,7024,78545,27125
370,Charlotte,2019-02-17 ,Conventional,1.152956844,270606,119777,48773,7468,65654,28935
371,Charlotte,2019-02-24 ,Conventional,1.179598593,274068,118604,50008,7547,71527,26382
372,Charlotte,2019-03-03 ,Conventional,1.104964054,304242,136576,53687,6672,77834,29474
373,Charlotte,2019-03-10 ,Conventional,1.154987813,288589,116747,49926,7053,85556,29307
374,Charlotte,2019-03-17 ,Conventional,0.923844894,374928,144072,48420,5655,150161,26621
375,Charlotte,2019-03-24 ,Conventional,1.118970997,296288,129087,48848,6484,87085,24784
376,Charlotte,2019-03-31 ,Conventional,1.127076217,299502,125957,48074,6525,90046,28900
377,Charlotte,2019-04-07 ,Conventional,0.904461622,385154,158224,57630,6482,140864,21954
378,Charlotte,2019-04-14 ,Conventional,1.418951214,252009,100891,42151,4957,81069,22940
379,Charlotte,2019-04-21 ,Conventional,1.442001362,261772,105281,45436,5322,78732,27003
380,Charlotte,2019-04-28 ,Conventional,1.502431325,260116,108004,46913,5965,71700,27534
381,Charlotte,2019-05-05 ,Conventional,1.235043118,383086,156808,55518,6821,136452,27486
382,Charlotte,2019-05-12 ,Conventional,1.454541349,263980,112943,43740,5629,85181,16487
383,Charlotte,2019-05-19 ,Conventional,1.189460513,335899,170337,60243,5621,82186,17512
384,Charlotte,2019-05-26 ,Conventional,1.49928184,277890,114390,54008,6370,87169,15952
385,Charlotte,2019-06-02 ,Conventional,1.349276328,290079,125348,53339,6008,87415,17968
386,Charlotte,2019-06-09 ,Conventional,1.409839802,269655,116121,48597,5402,81737,17799
387,Charlotte,2019-06-16 ,Conventional,1.578474281,247368,90131,48505,5073,86682,16978
388,Charlotte,2019-06-23 ,Conventional,1.635115191,244360,92435,43939,4973,86930,16084
389,Charlotte,2019-06-30 ,Conventional,1.663419329,230469,90116,46658,5459,72671,15566
390,Charlotte,2019-07-07 ,Conventional,1.673313658,257802,99454,51691,6110,84224,16322
391,Charlotte,2019-07-14 ,Conventional,1.662255074,238246,81788,46182,5649,87370,17258
392,Charlotte,2019-07-21 ,Conventional,1.685965122,234819,83380,45568,5497,83124,17251
393,Charlotte,2019-07-28 ,Conventional,1.652316202,230063,86882,42652,5377,79044,16107
394,Charlotte,2019-08-04 ,Conventional,1.613749432,228916,84009,42255,5244,78895,18512
395,Charlotte,2019-08-11 ,Conventional,1.568568049,235248,85359,43947,5328,81817,18797
396,Charlotte,2019-08-18 ,Conventional,1.455953198,252840,100479,44949,5694,81062,20655
397,Charlotte,2019-08-25 ,Conventional,1.366302105,269873,116545,46496,5425,74504,26903
398,Charlotte,2019-09-01 ,Conventional,1.451026473,254934,91722,44680,5220,94184,19128
399,Charlotte,2019-09-08 ,Conventional,1.417268348,254715,110974,42602,4808,75956,20376
400,Charlotte,2019-09-15 ,Conventional,1.450273494,241715,91519,39607,4700,74866,31022
401,Charlotte,2019-09-22 ,Conventional,1.405294309,242275,84559,45714,4885,78145,28973
402,Charlotte,2019-09-29 ,Conventional,1.391194317,248406,85408,52487,4657,75159,30695
403,Charlotte,2019-10-06 ,Conventional,1.341275874,243110,79828,51704,4248,79948,27382
404,Charlotte,2019-10-13 ,Conventional,1.336233337,240601,93414,47087,4602,68331,27166
405,Charlotte,2019-10-20 ,Conventional,1.293456656,223943,74838,41360,2411,76824,28509
406,Charlotte,2019-10-27 ,Conventional,1.099040252,270938,95865,44336,2141,95338,33259
407,Charlotte,2019-11-03 ,Conventional,1.253577674,226411,84086,34676,1945,74586,31117
408,Charlotte,2019-11-10 ,Conventional,1.252664441,223064,79510,36492,1834,77496,27732
409,Charlotte,2019-11-17 ,Conventional,1.153440622,239896,91536,37863,1859,80455,28183
410,Charlotte,2019-11-24 ,Conventional,1.227068264,208144,77447,31193,1361,71543,26600
411,Charlotte,2019-12-01 ,Conventional,1.251866891,199982,76752,31547,1667,65911,24106
412,Charlotte,2019-12-08 ,Conventional,1.121084779,241727,98145,37653,1692,80319,23918
413,Charlotte,2019-12-15 ,Conventional,1.171705396,216297,80999,32905,1380,73664,27350
414,Charlotte,2019-12-22 ,Conventional,1.165090478,224846,80366,38723,1446,78458,25853
415,Charlotte,2019-12-29 ,Conventional,1.067943468,257883,97107,42533,1602,88359,28282
416,Chicago,2019-01-07 ,Conventional,1.424270438,723096,161096,323497,39960,85649,112894
417,Chicago,2019-01-13 ,Conventional,1.120254035,755058,155702,353596,33372,86991,125397
418,Chicago,2019-01-20 ,Conventional,1.379642045,807913,125896,387477,33742,112971,147827
419,Chicago,2019-01-27 ,Conventional,1.474957312,734581,131323,320925,30356,106742,145234
420,Chicago,2019-02-03 ,Conventional,0.862222144,1248042,281464,674232,38290,90372,163684
421,Chicago,2019-02-10 ,Conventional,1.028071484,791064,150707,368671,38983,101650,131053
422,Chicago,2019-02-17 ,Conventional,1.143847647,704016,109379,333617,44303,86064,130653
423,Chicago,2019-02-24 ,Conventional,1.296428974,688442,116372,332287,24417,93137,122229
424,Chicago,2019-03-03 ,Conventional,1.302996136,669455,117819,294823,22784,102368,131661
425,Chicago,2019-03-10 ,Conventional,1.241304921,753636,144061,322142,26198,109912,151324
426,Chicago,2019-03-17 ,Conventional,1.222481402,791938,120142,389186,25865,110086,146658
427,Chicago,2019-03-24 ,Conventional,1.268939603,686651,117461,292586,36152,115092,125360
428,Chicago,2019-03-31 ,Conventional,1.255076272,724492,119028,312943,24959,121632,145930
429,Chicago,2019-04-07 ,Conventional,1.214732857,908623,140684,437798,48519,126096,155525
430,Chicago,2019-04-14 ,Conventional,1.67567537,625630,101266,257554,25238,116013,125559
431,Chicago,2019-04-21 ,Conventional,1.90056792,575035,87900,236531,36995,106422,107187
432,Chicago,2019-04-28 ,Conventional,1.878968375,575552,96163,246140,31123,97802,104325
433,Chicago,2019-05-05 ,Conventional,1.624710546,735540,155281,314872,41066,109792,114528
434,Chicago,2019-05-12 ,Conventional,1.685517213,669145,107079,278745,29740,120863,132719
435,Chicago,2019-05-19 ,Conventional,1.683225492,629947,95824,275670,28189,118041,112223
436,Chicago,2019-05-26 ,Conventional,1.829343066,675578,101474,266292,32548,118048,157216
437,Chicago,2019-06-02 ,Conventional,1.676428766,728657,101057,257940,33662,147823,188174
438,Chicago,2019-06-09 ,Conventional,1.447475306,879773,101904,218430,30600,355669,173170
439,Chicago,2019-06-16 ,Conventional,1.691714385,686096,101914,212195,37825,183201,150961
440,Chicago,2019-06-23 ,Conventional,1.824610444,608546,98032,219227,28195,132017,131074
441,Chicago,2019-06-30 ,Conventional,1.901923282,622091,86119,234418,31290,147199,123065
442,Chicago,2019-07-07 ,Conventional,1.928194815,697172,94234,276243,30910,150345,145440
443,Chicago,2019-07-14 ,Conventional,1.90436721,618649,80446,209898,36461,165336,126508
444,Chicago,2019-07-21 ,Conventional,2.012166467,579858,81605,227458,40942,109299,120555
445,Chicago,2019-07-28 ,Conventional,1.973567212,554341,74894,235235,27521,94911,121780
446,Chicago,2019-08-04 ,Conventional,1.889958523,578562,119792,212754,28917,102749,114350
447,Chicago,2019-08-11 ,Conventional,1.853923537,585361,85551,241566,29631,108661,119952
448,Chicago,2019-08-18 ,Conventional,1.847954234,539980,90199,206203,28412,107860,107306
449,Chicago,2019-08-25 ,Conventional,1.783262283,587589,106609,198844,34484,104415,143237
450,Chicago,2019-09-01 ,Conventional,1.23643032,898222,255073,319487,35637,102067,185958
451,Chicago,2019-09-08 ,Conventional,1.447422243,671253,140435,232408,33286,108018,157106
452,Chicago,2019-09-15 ,Conventional,1.490640949,627605,162190,173857,28761,138612,124185
453,Chicago,2019-09-22 ,Conventional,1.543515721,601779,134184,179554,31085,113608,143347
454,Chicago,2019-09-29 ,Conventional,1.184259019,822637,150380,303982,33395,122725,212154
455,Chicago,2019-10-06 ,Conventional,1.44242446,639996,83121,239956,37839,98981,180098
456,Chicago,2019-10-13 ,Conventional,1.5418586,530101,79704,149237,35769,94272,171120
457,Chicago,2019-10-20 ,Conventional,1.508622147,553885,92287,175441,34810,96670,154676
458,Chicago,2019-10-27 ,Conventional,1.133047336,780195,239980,212219,37303,95517,195175
459,Chicago,2019-11-03 ,Conventional,1.477066587,533259,121217,144793,35113,89147,142989
460,Chicago,2019-11-10 ,Conventional,0.762778205,1204816,381324,321066,38779,93400,370247
461,Chicago,2019-11-17 ,Conventional,1.383820334,559701,138670,123258,36704,105197,155872
462,Chicago,2019-11-24 ,Conventional,1.506129845,512641,83787,122165,36582,94397,175710
463,Chicago,2019-12-01 ,Conventional,1.436107519,519168,114344,113514,33930,88775,168605
464,Chicago,2019-12-08 ,Conventional,0.740221069,1249545,304591,270586,34206,84565,555596
465,Chicago,2019-12-15 ,Conventional,1.34518297,564004,99365,132862,32102,103527,196148
466,Chicago,2019-12-22 ,Conventional,1.032474234,778628,131764,224714,26487,83760,311903
467,Chicago,2019-12-29 ,Conventional,1.001951202,754496,158444,226287,27776,85473,256516
468,Cincinnati/Dayton,2019-01-07 ,Conventional,0.973883282,312848,67985,34767,8276,19551,182269
469,Cincinnati/Dayton,2019-01-13 ,Conventional,0.926128854,361121,78853,24790,10780,23427,223271
470,Cincinnati/Dayton,2019-01-20 ,Conventional,0.951281553,373920,62130,53653,23769,20037,214331
471,Cincinnati/Dayton,2019-01-27 ,Conventional,1.118728678,224723,34948,20512,17339,19268,132656
472,Cincinnati/Dayton,2019-02-03 ,Conventional,0.798840218,399868,75325,51893,13459,21080,238110
473,Cincinnati/Dayton,2019-02-10 ,Conventional,0.841879887,311628,63474,27855,11323,20473,188502
474,Cincinnati/Dayton,2019-02-17 ,Conventional,1.023244408,253445,40253,45984,13116,20164,133928
475,Cincinnati/Dayton,2019-02-24 ,Conventional,1.098231725,281110,41868,33894,20882,21322,163144
476,Cincinnati/Dayton,2019-03-03 ,Conventional,0.932522729,351296,68647,29965,17158,21371,214154
477,Cincinnati/Dayton,2019-03-10 ,Conventional,0.967398214,322718,56261,24883,20378,21160,200036
478,Cincinnati/Dayton,2019-03-17 ,Conventional,1.072079015,290064,38492,52765,20774,19640,158393
479,Cincinnati/Dayton,2019-03-24 ,Conventional,0.891718487,316937,60518,27133,10415,19459,199413
480,Cincinnati/Dayton,2019-03-31 ,Conventional,0.919158154,290383,54573,24138,11332,20572,179768
481,Cincinnati/Dayton,2019-04-07 ,Conventional,0.993531277,303412,44293,51772,21569,23258,162521
482,Cincinnati/Dayton,2019-04-14 ,Conventional,0.866287705,341658,63869,27235,16852,22527,211174
483,Cincinnati/Dayton,2019-04-21 ,Conventional,0.957133011,316070,62893,18638,15866,24111,194562
484,Cincinnati/Dayton,2019-04-28 ,Conventional,1.327002605,217671,42760,19811,13918,23397,117785
485,Cincinnati/Dayton,2019-05-05 ,Conventional,1.216042481,343086,66620,32079,9036,23638,211713
486,Cincinnati/Dayton,2019-05-12 ,Conventional,1.248115762,303471,59320,28960,9595,24603,180994
487,Cincinnati/Dayton,2019-05-19 ,Conventional,1.461082679,241445,41605,32046,11311,24917,131567
488,Cincinnati/Dayton,2019-05-26 ,Conventional,1.349274415,289128,52828,28837,8319,27858,171287
489,Cincinnati/Dayton,2019-06-02 ,Conventional,1.054826077,354474,77993,28979,7797,23075,216631
490,Cincinnati/Dayton,2019-06-09 ,Conventional,1.100786028,265912,75286,18596,8389,21265,142377
491,Cincinnati/Dayton,2019-06-16 ,Conventional,1.365362932,252250,47990,19145,7632,26783,150699
492,Cincinnati/Dayton,2019-06-23 ,Conventional,1.571285953,219018,38235,22406,7768,24881,125729
493,Cincinnati/Dayton,2019-06-30 ,Conventional,1.566699684,248421,41758,26645,7620,28047,144351
494,Cincinnati/Dayton,2019-07-07 ,Conventional,1.602866238,260542,43634,32320,10171,30650,143767
495,Cincinnati/Dayton,2019-07-14 ,Conventional,1.764436285,209463,40226,23379,12804,36137,96917
496,Cincinnati/Dayton,2019-07-21 ,Conventional,1.821433537,203174,36251,26149,8651,25509,106615
497,Cincinnati/Dayton,2019-07-28 ,Conventional,1.817811445,195237,34315,26190,7272,21494,105967
498,Cincinnati/Dayton,2019-08-04 ,Conventional,1.592455525,214963,38829,21787,8007,22764,123577
499,Cincinnati/Dayton,2019-08-11 ,Conventional,1.435977377,235177,40807,30802,7373,20761,135434
500,Cincinnati/Dayton,2019-08-18 ,Conventional,1.184381757,279600,55899,20294,7010,18959,177439
501,Cincinnati/Dayton,2019-08-25 ,Conventional,1.199788461,263025,54830,24462,8485,16578,158670
502,Cincinnati/Dayton,2019-09-01 ,Conventional,1.25666659,257151,51020,19868,7148,18987,160128
